Class name	Wubi Label Sequece
苭	0 23 11 1 
齮	7 1 3 10 
㚼	21 11 6 
锩	16 20 3 1 17 
躻	19 12 3 0 
松	18 22 2 
倥	22 15 22 
㹧	16 19 12 3 4 
滂	8 20 15 
翁	22 2 13 
螄	9 22 13 7 
㓟	7 2 9 7 
铹	16 0 15 
澪	8 5 22 2 
㥸	13 0 11 13 
㤹	13 5 8 24 6 
刴	4 18 9 7 
篜	19 1 8 14 
芇	0 12 7 9 24 
筀	19 5 5 5 
罩	11 7 9 
磞	3 12 4 4 
取	1 2 
醿	18 6 24 8 24 
墓	0 9 3 5 
裫	15 20 9 6 4 
畫	21 5 11 6 
蘀	0 17 11 5 
掘	17 13 1 12 
夔	20 7 19 
庰	24 20 0 10 
鄑	6 14 6 1 
枦	18 24 13 19 
脉	4 24 13 8 
䞜	5 7 6 8 
蛺	9 3 22 22 
食	22 24 21 
䰐	3 4 0 11 
搮	17 18 18 24 
決	8 13 22 24 
竓	20 19 5 13 19 
耺	1 5 2 24 
聰	1 19 11 13 
袴	15 20 3 13 15 
㨳	17 15 3 10 
䐒	4 3 16 16 
藢	0 19 12 19 
睦	7 5 
貝	12 7 13 24 11 
峆	12 22 6 10 12 
㖅	10 3 6 19 8 
棅	18 19 6 8 
凾	1 10 2 1 
牁	13 7 3 10 20 
芎	0 23 1 
奣	6 3 9 4 
㵁	8 0 24 16 
洮	8 8 16 
銲	16 9 5 7 
眑	7 23 11 13 
夏	3 7 19 
矣	2 19 
䘾	15 20 15 13 
稖	19 20 10 6 
䐐	4 19 14 24 
徂	19 4 6 6 
聙	1 6 4 6 
䜈	24 21 9 18 
臸	6 2 5 5 
赢	24 13 10 24 20 
铁	16 17 
渗	8 2 3 
䙴	18 3 1 1 
鞊	0 5 5 10 
㥵	13 11 4 24 
钆	16 13 13 25 
㪢	21 7 2 2 
剕	3 9 3 9 22 
猘	16 19 17 9 
憀	13 13 22 4 
剁	12 18 9 
皖	17 15 5 
鋘	16 10 6 3 
揃	17 20 4 9 
聳	19 22 22 1 
蹟	10 7 6 12 7 
跓	10 7 24 6 
䂤	3 22 5 24 
㹺	16 19 8 9 
鞃	0 5 23 2 
械	18 0 
硩	17 17 3 5 
蛖	9 3 13 4 
膠	4 13 22 4 
鎻	16 21 12 24 
耚	3 8 7 2 
椿	18 3 22 9 
擤	17 19 7 
珟	6 12 6 16 
䉅	19 5 20 24 
策	19 6 12 
掋	17 24 16 24 
籄	19 0 10 12 
磘	3 4 17 12 
办	11 22 
埶	5 22 5 24 6 
藀	0 14 14 14 
嗱	10 22 6 17 
昕	9 17 7 
䅳	19 16 1 19 13 
萀	0 7 0 12 
豬	4 5 19 9 6 
咗	10 3 0 6 
敨	20 10 19 24 
膕	4 11 0 6 
肫	4 6 1 
晦	9 19 23 
阵	1 11 
詳	24 20 3 7 
蘖	0 22 13 18 
主	24 
抩	17 12 5 6 
㼍	3 8 17 24 
鉵	16 9 24 
㒭	10 16 10 16 
浉	8 9 6 7 
痐	20 11 10 3 10 
揍	17 3 22 3 
凁	20 6 10 8 0 
矄	7 19 6 14 
蜈	9 10 6 
㼷	12 3 12 13 
躞	10 7 14 2 
賦	12 6 0 7 
蒕	0 11 22 11 
嗾	10 24 19 
隩	1 19 12 3 
㮳	18 4 20 3 
㜫	21 19 12 19 0 
耿	1 14 
毷	9 7 19 13 
睥	7 17 19 
異	11 0 
抿	17 13 0 
讝	24 10 10 19 
塪	5 4 21 6 
粋	14 21 5 7 
诵	24 2 4 7 5 
㖞	10 10 12 22 
嘾	10 18 9 7 
㟀	19 12 9 0 
吼	10 1 13 16 
㓉	20 19 3 6 
匎	16 3 9 13 
缳	23 11 6 4 
珣	6 16 9 6 
㶩	14 15 16 13 
臻	6 2 5 19 0 
秦	3 22 19 
㻥	6 20 18 6 
葓	0 8 0 22 
蘗	0 13 10 18 
箅	19 11 6 
圧	3 5 3 
錂	16 5 22 19 
蒟	0 20 16 10 
町	11 18 7 
淖	8 7 9 
蕵	0 16 22 4 
穰	19 24 10 
㮨	18 11 22 19 
萹	0 24 13 0 12 
抈	17 4 6 
白	17 17 17 
脴	4 6 8 10 
阯	1 7 6 
舺	19 4 11 7 
㭶	18 0 24 13 
薘	0 5 20 15 
忲	13 3 24 24 
㛮	21 15 14 2 
䥂	16 15 5 4 
㕯	12 22 10 3 
䖳	9 15 19 0 
䈱	19 4 21 5 
肔	4 1 13 8 
㫮	7 23 9 5 
抆	17 24 24 
损	17 10 12 
鍫	19 14 16 5 
甀	19 6 0 13 
阢	1 6 16 
逴	7 9 15 10 
祐	15 24 3 10 8 
芴	0 16 17 17 
湤	8 24 19 1 18 
鈓	16 19 5 6 
硉	3 21 5 7 
捠	17 17 6 22 
瘸	20 11 10 22 
䢹	0 13 1 7 
姄	21 13 0 13 
柒	8 0 18 
䨗	5 4 1 5 
䀹	7 3 22 22 
㛅	21 1 6 
善	20 3 20 10 
䉸	19 20 24 20 18 
育	24 2 4 
躨	10 7 20 19 
䏝	4 5 13 24 
攁	17 20 3 4 
螎	9 6 10 7 5 
貳	0 5 12 8 
撞	17 20 9 
䖿	19 16 19 9 
㹞	16 19 17 7 
虁	0 20 7 19 
昞	9 6 12 22 
䠸	19 12 3 13 
䜎	24 14 14 11 
帴	12 7 0 0 3 
䇖	19 16 19 17 
官	15 13 
㣲	19 12 6 19 7 
覫	20 15 24 16 
忽	16 17 13 
氚	17 13 10 9 
㖚	22 5 10 23 
嶖	12 22 6 13 
馔	16 13 13 22 
闻	20 1 
潵	8 0 4 19 
㦼	3 22 21 0 
䝥	4 4 19 5 
灨	8 20 9 12 
佩	22 12 6 4 
濢	8 13 24 5 
㽽	20 3 3 16 
䥷	16 19 7 9 
籿	14 5 24 
颼	12 19 9 2 
轮	11 22 23 
䛭	24 5 20 5 
茓	0 15 22 20 
垏	5 21 5 7 
钧	16 16 20 6 
㚝	3 22 5 5 
窆	15 22 19 15 
絛	22 7 19 8 
㛊	21 12 18 24 
貁	4 4 15 22 
鎗	16 22 24 10 
拎	17 22 24 2 8 
勑	18 22 22 11 
萳	0 5 12 5 
迫	17 15 3 4 
拝	17 3 5 7 
睹	7 5 19 
胍	4 17 2 
坡	5 7 2 
篻	19 18 5 8 
㞍	13 21 24 8 
殧	6 16 24 13 
䤸	16 23 4 24 
糗	14 19 7 3 
粩	14 5 19 23 
苐	0 23 7 19 
昦	9 3 9 9 
仈	22 22 24 
㑦	22 24 13 3 
袰	23 6 20 4 
猇	16 19 7 12 
洴	8 20 0 7 
蟻	9 20 6 19 8 
腱	4 21 5 15 
昿	9 24 2 24 
㠪	6 7 3 25 
螠	9 20 22 11 
泘	8 19 20 7 
誔	24 19 5 15 
㳂	8 22 2 24 
良	24 21 
䌋	23 0 22 10 
錆	16 6 4 6 18 
逭	15 13 7 15 
訙	24 21 24 24 22 
䂱	3 20 10 16 
畵	21 5 11 1 
牤	19 17 24 13 
蚗	9 13 22 24 11 
彸	19 22 2 24 
䩩	0 5 15 1 3 
瀚	8 5 9 13 16 
栶	18 11 3 24 
瀆	8 5 11 12 
啝	10 19 10 6 
媨	21 20 18 6 
鬋	3 4 20 9 23 
賣	5 11 12 20 
䀧	7 0 22 24 
粟	18 14 20 22 
咇	10 13 19 19 
箶	19 3 4 5 
䚍	6 12 7 16 
红	23 0 
㱢	6 16 24 4 
陌	1 3 9 
婨	21 22 6 0 
哮	10 5 19 
嶚	12 3 20 8 13 
泜	8 16 0 24 
㕥	10 22 24 5 
奶	21 4 
噀	10 13 13 22 
埨	5 22 6 0 
䅇	18 19 20 
贃	12 10 10 13 4 
兾	20 11 0 22 
㨭	17 24 13 2 
狯	16 19 22 2 4 
楪	18 0 13 18 
㑟	22 17 6 22 
壮	20 5 6 
隳	1 3 0 13 
碅	3 11 19 24 
轷	11 19 20 7 10 
盵	7 19 13 13 
镒	16 20 22 
艋	19 4 1 11 
肦	4 22 21 13 9 
醡	18 6 15 5 
䚉	3 7 21 16 
哀	24 4 20 
龢	22 6 10 19 8 
鎊	16 20 15 24 
憋	20 12 8 13 
桤	18 12 13 13 
㭐	3 6 18 20 
旙	24 19 14 11 
麸	6 19 5 22 
眘	3 20 7 5 
拔	17 3 2 
庽	24 9 12 24 
绒	23 0 3 
䌽	23 4 18 24 5 
圀	11 22 24 21 
柇	18 19 24 2 
碋	3 12 18 10 
棘	6 12 8 8 
瑲	6 22 24 10 13 
攌	17 11 11 4 1 
抟	17 5 13 
口	10 10 10 10 
栤	18 20 8 24 
郟	3 22 22 1 
噛	10 7 14 1 
鼻	19 7 11 
综	23 15 
阜	22 13 13 5 
銍	16 6 2 5 9 
㨡	17 11 4 24 
僊	22 18 3 13 
簑	19 24 10 4 24 
杞	18 13 13 
峷	12 20 9 8 
䐧	4 24 12 10 
潭	8 18 9 
㻑	6 19 1 6 
伃	22 2 1 7 
蛿	9 22 24 10 16 
禱	15 24 5 5 
歷	3 19 19 7 
感	3 6 10 13 
埜	18 18 5 5 6 
圆	11 10 12 8 
闽	20 9 8 11 
義	20 6 19 19 
㷝	14 15 22 3 
崛	12 13 1 12 
嶂	12 20 9 
要	18 
敮	19 5 21 2 
䗞	6 3 9 9 
啫	10 5 19 9 15 
冲	20 10 7 
鉱	16 24 2 24 
㓣	22 6 10 9 3 
戧	22 24 21 0 
䈬	19 8 6 24 
杵	18 19 5 7 
淪	8 22 6 0 22 
臆	4 20 9 
桾	18 21 19 10 
㛰	21 13 0 9 
犮	3 2 20 4 
谚	24 20 19 
耾	1 3 2 24 
纻	23 15 6 6 
㣓	7 16 2 4 
帎	12 7 15 16 
鏼	16 19 6 8 
渜	8 3 12 3 
沙	8 8 19 
㒤	22 1 1 1 
荦	0 15 17 
未	5 8 8 
娎	17 17 21 5 
篛	19 23 20 20 
晎	9 0 22 24 9 
鈒	16 4 24 24 18 
鉤	16 16 10 6 22 
妦	21 3 7 7 
礋	3 11 5 5 16 
遺	10 7 6 15 18 
婊	21 6 4 24 
菉	0 21 8 20 
璕	6 21 0 5 
働	22 19 6 11 
摆	17 11 5 19 
軃	19 12 3 5 15 
簩	19 14 14 11 
僣	22 5 22 9 
殠	6 16 19 3 
譱	20 3 24 24 
槎	18 20 3 0 
泉	17 8 20 
珷	6 6 0 7 
猗	16 19 3 10 
绂	23 3 2 
埒	5 4 5 
傷	22 19 9 17 
蔖	0 7 0 6 
扛	17 0 6 
諤	24 10 10 13 20 
岂	12 13 
霊	5 5 14 6 
㳝	8 22 19 5 16 
䠒	10 7 3 4 
琌	6 12 22 13 
䅂	19 19 10 6 
阻	1 4 6 6 
纮	23 3 2 24 15 
朰	18 13 1 21 
槙	18 5 7 22 
倕	22 19 6 5 15 
簣	19 10 7 12 2 
裰	15 20 2 2 
酢	18 6 19 5 
䌾	23 5 12 5 2 
喎	10 12 13 10 
㩈	17 15 22 10 
贛	20 9 19 12 
㠇	12 24 8 13 
䥪	16 9 23 14 
偨	22 7 23 18 
暦	3 18 18 9 
糢	14 0 9 3 4 
椮	18 2 3 4 
藤	0 4 20 
灵	21 14 
篴	19 4 15 20 
䝬	12 24 6 6 
䇗	19 22 2 20 
諚	24 15 6 7 
璅	6 21 9 18 
㵤	8 13 3 22 
刊	5 9 7 
㵸	8 22 6 0 2 
調	24 12 5 10 
㶺	14 6 3 10 
嬕	21 11 5 5 
糜	24 18 18 14 19 
酉	18 6 3 
蟶	9 1 10 6 
㧍	17 24 13 0 
譏	24 23 23 19 
㞋	13 2 8 
倇	22 15 16 1 2 
钥	16 4 6 
萈	0 7 16 24 
樮	18 6 9 14 
爬	17 7 24 2 9 
疣	20 3 13 21 21 
㣇	23 6 17 7 10 
㼭	5 7 10 13 
壏	5 0 7 11 
溮	8 22 13 7 
浡	8 5 15 1 
㜨	21 13 8 7 
爷	22 16 1 
賈	18 12 20 
粴	14 9 5 6 
恷	22 18 13 20 
爎	14 15 3 8 
湡	8 9 12 24 
鋳	16 3 19 5 
跽	10 7 13 13 
䥁	16 2 11 5 
宐	15 7 13 6 
货	22 23 12 
齄	19 7 11 6 22 
喃	10 5 12 
㳌	8 11 7 
㐎	24 13 1 2 
檟	18 18 12 24 17 
逢	19 3 7 
忪	13 22 2 
堝	5 12 13 10 
抍	17 19 0 7 
涰	8 2 2 2 
㣾	13 2 24 24 
懤	13 5 13 5 
劕	17 17 12 9 
㗈	10 2 4 11 
噐	10 10 0 10 
陷	1 16 21 
孭	1 12 24 
夹	6 20 22 
涖	8 22 20 6 
䇃	20 13 13 
煦	9 16 10 14 
啕	10 16 17 12 
忞	24 13 20 11 
麹	6 19 16 14 
炃	22 21 14 20 
䧖	1 0 0 19 
栦	18 24 19 7 
畇	11 16 20 6 
蒘	0 21 10 17 
價	22 18 12 24 
㓮	12 5 10 9 
檈	18 11 6 4 
拃	17 19 7 5 19 
曍	9 19 7 5 
翮	6 10 12 13 21 
䟃	5 7 2 4 
喫	10 3 7 3 
洆	8 1 8 6 
㵮	8 3 0 5 
㝾	3 13 3 0 
棓	18 20 10 6 11 
䠡	10 7 7 6 
瓀	6 5 3 9 
槹	18 17 8 5 
庁	24 18 10 
㻂	6 20 0 7 
甶	19 11 3 
庴	24 0 9 3 
礞	3 0 15 
渹	8 16 24 6 
镔	16 15 17 
饣	16 13 1 
痯	20 15 13 13 
圻	5 17 7 
薱	0 14 6 5 
㜾	1 22 9 7 
峫	12 0 7 1 
㳡	8 5 15 24 
竰	20 3 9 5 
汩	8 9 6 
锌	16 20 7 9 
䗇	9 16 14 24 
蟣	9 23 23 19 
嶀	12 5 5 13 
䰨	17 16 2 7 23 
族	24 19 19 
夆	19 3 7 9 
粹	14 24 22 
忕	13 3 24 
奉	3 22 5 
泛	8 19 15 
㴗	8 18 21 6 
烳	14 6 4 24 
勲	19 6 9 14 12 
宔	15 24 6 5 
纾	23 2 1 
訾	7 23 24 
张	23 19 
呣	10 23 6 20 
幉	12 7 0 18 
棑	18 3 9 3 
誼	24 15 4 6 
吆	10 23 24 
匌	16 22 6 10 6 
㗧	10 15 22 5 
枋	18 24 13 
椋	18 24 8 24 
䩺	0 5 22 13 
䃃	3 12 20 13 
䣾	18 6 15 6 
炂	14 22 2 24 
薓	0 8 21 2 4 
遭	6 12 0 15 
㲕	4 5 19 13 
郠	6 9 16 1 
僪	22 2 1 10 
粅	14 16 17 19 
㧂	24 13 11 3 
伉	22 24 12 
䍇	17 12 19 15 
覝	5 14 7 16 21 
排	17 3 9 
淫	8 4 19 
毴	19 5 13 3 
丹	12 24 3 
厏	3 19 7 5 
薵	0 5 13 5 18 
㱣	6 16 4 21 
㕞	13 12 7 2 
㜰	21 23 17 18 
㾁	20 18 24 8 
湞	8 7 12 24 
狁	16 19 2 
踞	10 7 13 3 
叔	7 8 2 
忍	21 24 13 20 
獏	16 19 0 3 5 
鍹	16 15 6 6 1 
竧	20 19 12 19 
矯	19 3 19 10 
㱻	6 16 24 24 14 
妲	21 9 6 
煓	14 12 3 9 
呷	10 11 7 7 
櫘	18 3 7 13 
荪	0 1 8 20 
噱	10 7 0 4 
檝	18 10 1 19 
歸	22 13 13 7 
滄	8 22 24 10 4 
㧳	17 22 21 17 
塬	5 3 17 
寱	15 13 7 18 
濻	8 1 10 12 
椽	18 23 4 
娌	21 9 5 6 
教	5 19 1 19 
喵	10 0 11 
䄆	15 24 19 3 
弴	23 24 1 6 20 
㷷	14 13 13 22 
宗	15 5 8 
図	11 20 16 8 
陝	1 3 19 24 
訆	24 13 7 7 15 
枒	18 0 7 19 
停	22 24 15 
硬	3 6 9 
揧	6 10 8 17 
墚	5 8 21 
靖	20 6 4 
磿	3 19 19 3 
低	22 16 0 
㞵	12 24 20 
忆	13 13 
䀑	7 2 24 24 
貎	4 4 21 16 
招	17 21 10 
滽	8 24 21 7 
瑭	6 24 21 10 
㷉	13 5 14 5 
燡	14 11 5 5 6 
䊯	14 24 0 22 
因	11 3 
䵩	19 9 11 14 
贼	12 0 3 19 7 
㭀	4 19 0 22 
䔱	0 17 10 1 
㑻	22 15 13 12 
櫧	18 24 5 9 
舳	19 4 12 6 
齆	19 7 11 2 
黏	19 22 8 10 
叴	21 10 5 
隁	1 0 9 21 
䨘	5 7 16 1 
珵	6 10 6 6 
粉	14 22 
蘆	0 7 0 11 
匇	16 16 8 
鑡	16 7 1 7 
䀬	7 22 6 6 
庻	24 0 22 22 
个	22 7 
䣪	18 6 6 7 
䀿	7 17 17 7 
旹	1 7 6 9 1 
㣬	19 10 1 6 
氲	17 13 9 11 
判	20 3 9 7 
逡	2 22 19 
㦒	13 11 24 6 
酼	18 6 24 16 
砋	3 7 6 
獠	16 19 3 8 4 
皞	17 17 3 5 22 
䁖	7 14 21 6 
莇	0 4 6 11 
祯	15 24 7 12 8 
媵	4 20 3 21 
㵩	8 0 0 18 
郰	1 2 1 7 21 
㴯	8 4 23 9 
藂	0 1 2 8 
庆	24 3 
觊	12 13 12 16 20 
櫮	18 6 10 10 
䰋	3 4 9 21 
虫	9 7 13 24 
嵝	12 14 21 
辤	4 15 2 20 
垞	5 15 19 0 
莳	0 9 5 20 
拂	17 23 9 7 
金	16 16 16 16 6 
庞	24 3 23 
缪	23 13 22 
䒒	0 13 6 5 
㟍	12 24 21 4 
鄎	19 7 13 1 
蕫	0 20 9 5 
槮	18 2 2 4 
鐲	16 11 16 9 
怑	13 20 5 7 
咠	10 1 5 
鄨	20 12 8 2 
婖	21 6 3 13 
籍	19 3 8 9 
妉	21 15 16 13 
貮	6 0 12 8 
桛	18 7 6 7 
茣	0 10 6 3 
堋	5 4 4 
釈	19 14 13 24 
㯻	6 10 7 18 
嬢	21 20 5 4 
怤	22 5 13 20 
㙯	5 22 5 2 
凵	1 13 7 
娢	21 22 24 10 
叜	15 14 2 20 
犏	19 17 24 0 
怭	13 13 19 19 
膉	4 20 22 11 
氱	17 13 9 17 
陧	1 9 5 
幕	0 9 3 7 
垲	5 12 13 
筦	19 15 5 16 
䥶	16 3 19 7 
椁	18 24 1 
䐈	4 5 7 6 
韃	0 5 5 15 
慲	13 0 12 24 
㧵	17 6 8 10 
伋	22 4 24 24 
㧺	17 8 9 6 
嫱	21 5 20 10 
䔉	0 19 19 20 
㘅	10 19 16 7 
讳	24 5 13 7 
琹	6 6 18 20 
䖭	20 3 9 20 
鐯	16 0 5 9 16 
瑥	6 9 11 6 
侗	22 12 6 10 
谂	24 22 24 13 24 
奏	3 22 6 
癢	20 20 3 4 
吰	10 3 2 24 
勏	20 10 11 13 
赙	12 6 4 
挼	17 4 21 6 
㹟	16 19 13 22 
腣	4 20 15 7 
狀	13 7 3 3 
鎍	16 5 15 8 
荠	0 24 9 9 
㖎	10 23 22 9 
岍	12 6 0 7 9 
㺲	6 13 5 6 
洠	8 2 17 7 
懇	4 4 21 13 
䈵	19 22 2 13 
幎	12 7 15 20 1 
諪	24 24 15 18 
膫	4 3 20 8 
術	19 18 24 7 
媏	21 12 3 9 
䈯	19 5 7 22 
懄	13 0 10 11 
豣	4 5 19 5 
舾	19 4 18 6 
坊	5 24 13 
脺	4 24 22 5 
㦗	13 18 18 8 
錌	16 12 3 5 
怨	16 1 13 16 
㤗	3 22 13 20 
瀛	8 24 13 24 8 
䖸	19 17 13 9 
㳑	8 11 6 23 
拉	17 20 
煰	14 10 10 10 
枞	18 22 22 
䨰	5 8 0 5 
哸	10 4 21 6 
㱖	7 24 22 5 
㐱	22 4 17 
稷	19 11 22 
㚘	5 22 5 22 
薮	0 14 21 19 
㶾	18 6 14 20 
㒼	0 12 7 24 
益	20 22 11 
䧝	1 1 7 9 
㐲	22 3 24 
㤌	13 0 5 6 
㱰	6 16 15 20 
拮	17 5 10 
刎	16 17 9 
篚	19 0 3 3 
云	5 2 20 
鍒	16 2 1 18 
䆷	15 22 2 10 
玥	6 4 6 
厒	3 17 12 10 
萰	0 6 11 8 
㺫	6 9 7 
㘬	5 16 2 24 
渻	8 8 19 7 9 
锣	16 11 16 
㣟	19 5 10 6 
璿	6 7 15 7 
㠕	12 1 17 2 
攘	17 24 10 
匣	0 11 10 
摯	5 20 5 17 
䒾	0 24 4 20 
撆	20 12 8 17 
螪	9 20 12 10 
硫	3 24 2 
痥	20 20 10 16 
噤	10 18 18 8 
㢂	24 22 13 13 
秧	19 12 3 24 
尗	7 8 20 
貽	12 2 10 6 
㟆	12 22 23 5 
丽	6 12 24 13 
䭌	3 4 22 4 
吧	10 2 
蠢	3 22 9 9 
赋	12 6 0 
槱	18 18 6 14 
衈	19 11 1 6 
巢	21 9 18 
䴾	18 22 22 0 15 
戰	10 10 9 0 
儴	22 24 10 4 
圄	11 6 10 3 
涙	8 24 13 3 6 
讅	24 15 19 11 
肥	4 2 
膜	4 0 9 3 
鈆	16 22 2 24 
祈	15 24 17 
砯	3 24 8 24 
詂	24 22 5 24 
㾏	20 5 5 3 
埌	5 24 21 4 13 
㛎	21 10 10 6 
㙅	5 10 18 24 
㑳	22 16 1 19 
㳐	8 18 13 13 
灆	8 0 0 11 
锄	16 4 6 11 5 
㧠	17 2 8 24 
䤋	20 18 6 6 
㢉	24 19 19 0 
䆧	15 22 19 21 
潝	8 22 6 13 
䙆	15 20 22 3 23 
羦	20 3 15 16 
垧	5 19 12 
片	19 7 6 
眊	7 19 5 13 
䝰	12 5 5 24 
芣	0 6 8 20 
戛	3 7 0 
礉	3 17 24 19 
㷟	14 22 13 15 23 
䏏	4 6 5 7 
摴	17 5 5 13 
犞	19 17 19 10 14 
馌	16 13 5 11 
孱	13 1 1 
伂	22 6 12 7 
䉼	14 17 7 
咈	10 23 9 7 
螺	9 11 23 
酛	18 6 5 16 
赀	7 23 12 
桑	2 2 2 18 0 
乬	0 13 13 1 0 
劃	21 5 11 9 
榎	18 3 7 19 
硱	3 11 18 24 
䞪	5 7 0 17 
倻	22 1 1 7 
粮	14 24 21 
偰	22 3 7 3 
咜	10 15 23 13 
蔘	0 2 2 4 
䐲	4 13 17 6 
啁	10 12 5 
媣	21 8 21 18 
豳	4 4 12 
㛻	21 3 5 5 
矼	3 0 6 
蜨	9 6 21 7 
悴	13 24 22 5 6 
枪	18 22 1 
嫭	21 7 0 7 
挍	17 20 16 24 
禸	12 2 8 
郃	22 6 10 1 
㩒	17 18 18 8 
愱	13 20 19 3 
䐷	4 10 10 5 
伖	22 3 2 24 
袆	15 20 5 7 
砶	3 17 6 
鄋	21 7 2 1 
尪	3 13 6 3 
慑	13 1 2 
洡	8 3 8 24 
妝	13 7 3 21 
鑚	16 5 22 12 
誧	24 6 4 24 24 
覈	18 17 24 19 
旞	24 19 20 15 
橎	18 19 14 11 
䁛	7 17 16 2 
匀	16 20 
愴	13 22 24 10 
咖	10 11 10 
乥	19 20 13 1 13 
遜	1 19 23 15 
報	17 1 
铫	16 8 16 
偳	22 12 3 9 
牀	13 7 3 18 5 
㬰	9 22 8 
䠁	10 7 2 5 
焩	14 4 4 6 
䜖	24 18 12 24 
凓	20 18 18 24 
漕	8 6 12 9 
獂	16 19 3 8 
湖	8 3 4 
邕	21 10 2 
梓	18 20 7 
㾐	20 6 16 9 
躑	10 7 20 1 
熾	14 20 0 9 
䗑	9 9 20 6 
咦	10 6 23 
犡	19 17 3 24 
㘃	10 0 3 13 
靹	0 5 12 22 
略	11 19 10 
㛹	21 22 6 16 
绹	23 16 17 12 
弆	5 2 0 9 
溯	8 20 1 
㻗	3 9 3 24 
艌	19 4 22 13 
筰	19 22 19 5 9 
昌	9 9 
㝮	15 1 12 2 
笴	19 18 10 5 
朲	18 22 24 3 
砅	3 8 24 
謿	24 5 9 4 
䙐	15 20 6 7 20 
䑀	4 13 10 20 
违	5 13 7 15 
庅	24 19 2 8 
䰧	17 16 2 12 
霑	5 8 7 10 
㑀	22 3 24 24 
乪	13 11 3 9 
筼	19 10 12 20 25 
嬠	21 10 10 18 
㾊	20 6 12 8 
灓	23 24 23 8 
爰	4 5 19 
㑎	22 21 12 7 
㐑	19 20 13 1 
雩	5 5 13 1 
㻇	6 22 6 6 
賒	12 22 5 8 
㱨	6 16 15 7 
粿	14 9 18 24 23 
飱	6 16 22 4 
癓	20 19 12 19 14 
醭	18 6 14 24 2 
桐	18 12 6 10 
蓀	0 1 19 8 
僮	22 20 9 
环	6 6 8 
豤	4 21 4 24 
溡	8 9 5 5 17 
慯	13 19 9 17 
䣿	18 6 6 11 
訍	24 2 24 24 
噠	10 5 20 15 
华	22 23 5 
邝	24 1 7 15 
擵	17 24 18 17 
沾	8 7 10 
䟮	10 7 22 3 5 
㟬	12 21 7 2 
鏰	16 12 4 4 
赿	5 7 16 0 
愺	13 0 9 7 0 
嫧	21 6 12 24 
呖	10 3 11 
吔	10 1 13 
錄	16 23 
伆	22 16 17 19 
扄	24 13 19 10 15 
㗡	0 22 4 23 
剦	3 9 13 9 
聦	1 16 17 13 
䐫	4 19 22 7 16 
㵫	8 1 1 9 
䆺	15 22 19 11 4 
旯	9 21 1 
朚	24 13 9 4 15 
袈	11 10 24 
㻔	6 19 6 5 
塟	0 6 16 5 
怍	13 19 7 
鏲	16 24 23 7 
鈢	16 18 24 
棸	1 2 18 20 
㽂	22 6 10 13 9 
峍	12 21 5 7 
吢	13 10 5 
㿵	7 2 3 3 
佢	22 0 13 6 
魊	17 16 2 6 
䙌	15 20 10 12 
殰	6 16 5 12 13 
爥	14 13 8 9 
廅	24 5 2 11 
槞	18 20 9 13 0 
鑟	16 5 11 12 
庳	24 17 19 
巖	12 10 10 19 12 
棚	18 4 4 
砬	3 20 6 
郿	13 7 1 7 
㯈	18 6 10 15 
唾	10 19 6 
㲷	17 13 10 5 
盚	5 8 24 11 
㾫	20 24 13 0 
鑀	16 4 15 19 
㢏	24 22 6 9 0 
璊	6 0 12 24 
䉁	19 1 22 2 
㷾	14 7 0 4 
鐘	16 20 9 5 
㖟	10 4 15 2 
侐	22 19 11 6 0 
簚	19 11 0 7 
庭	24 19 5 15 8 
杓	18 16 24 24 
䟳	10 7 13 3 16 
躃	10 7 13 20 
桲	18 5 15 1 
㧬	0 12 24 17 
耛	3 8 2 10 
鏒	16 2 2 4 
符	19 22 5 
夃	4 2 8 
楌	18 20 19 4 
配	18 6 13 
怀	13 6 
虰	9 18 7 
埼	5 3 18 10 
悿	13 6 3 13 
㽻	20 5 2 8 11 
㯉	18 7 0 7 
瑅	6 9 6 7 23 
諄	24 24 1 6 
祙	15 24 5 8 
漤	8 18 18 21 
䔟	0 19 16 16 
䕤	0 10 10 1 22 
琂	6 24 6 
抒	17 2 1 
釆	19 14 8 
荊	0 6 0 9 19 
姰	21 16 9 6 
䢼	0 22 1 7 
䏾	4 3 22 7 
㴙	8 19 5 21 
竣	20 2 22 
摼	17 0 7 5 
傋	22 5 9 5 
腩	4 5 12 
藈	0 7 22 3 
篮	19 9 19 11 
苞	0 16 13 
昴	9 16 19 
沒	8 16 2 24 
䔷	0 6 6 13 
栎	18 16 8 
穆	19 17 8 
溫	8 11 22 11 
纽	23 13 5 
䠴	19 12 3 20 10 
諎	24 0 9 6 
灻	5 14 20 
搪	17 24 21 
峱	16 19 13 12 
斳	0 10 6 17 
谔	24 10 10 13 
坷	5 18 10 
娜	21 21 5 
缭	23 3 20 
诱	24 19 4 
釚	16 21 13 
鋎	16 15 5 16 
䧁	1 16 10 6 
烫	8 13 17 14 
緊	0 7 13 8 0 
黡	3 3 11 14 
䢌	6 12 7 15 
洯	3 7 21 8 
煚	9 0 13 14 
蝤	9 20 18 
伕	22 5 22 24 
殖	6 16 5 
巩	0 12 24 
元	5 16 1 24 
痼	20 11 3 
娂	21 0 22 24 
音	20 9 5 
瑐	6 20 4 9 
㥖	12 24 22 13 
肵	4 17 7 
坚	9 2 5 
勎	5 22 5 11 4 
蜹	9 0 12 22 23 
帬	21 19 10 7 
袎	15 20 23 11 
䧕	1 0 10 6 
哲	17 17 10 
