Class name	IDS Label Sequece
亖	1 177 177 
摔	0 209 1 158 1 7 159 1 128 143 197 
戎	2 136 174 
䂽	0 179 1 219 1 152 197 
裴	1 138 192 
㶆	0 185 0 156 5 262 152 
邒	0 167 217 
哷	0 129 1 260 266 
咀	0 129 278 
萐	1 133 390 
扝	0 209 1 139 256 
㬽	0 157 1 1 129 0 129 129 256 
癳	5 201 1 1 240 0 240 240 162 
誨	0 156 1 189 223 
簮	1 11 1 0 293 293 152 
牼	0 301 1 1 139 198 149 
痄	5 201 399 
燂	0 234 1 264 1 152 197 
㚱	0 145 348 
狘	0 298 340 
婲	0 145 1 133 0 131 169 
㠗	0 249 1 6 1 207 220 242 140 
婮	0 145 5 148 1 197 129 
苢	1 133 176 
䘎	0 258 1 0 0 162 156 162 164 
漠	0 185 1 133 1 152 140 
䂿	0 179 1 287 152 
幫	1 0 1 141 141 266 1 300 186 
笹	1 11 202 
湯	0 185 1 1 152 139 2 210 0 207 207 
甘	351 
壨	1 0 1 240 240 1 240 240 141 
卆	1 237 197 
㸛	0 290 1 271 129 
讪	0 127 249 
埣	0 141 1 1 158 0 137 137 197 
薇	1 133 0 165 0 1 1 249 139 154 161 
澚	0 185 1 6 1 207 220 218 256 
蛆	0 258 278 
罸	1 190 0 156 266 
㽡	0 240 1 12 197 
锡	0 221 1 152 2 210 0 207 207 
鍝	0 166 370 
䶨	0 1 168 3 308 1 1 0 137 137 139 0 137 137 1 1 1 137 139 0 129 129 0 137 137 
塲	0 141 1 189 1 1 152 139 2 210 0 207 207 
桍	0 170 1 140 1 139 256 
颬	4 6 154 1 207 258 313 
㺺	0 226 163 
湢	0 185 1 1 139 129 240 
燣	0 234 1 1 158 9 286 129 135 
䵗	0 1 135 1 137 325 1 1 139 129 240 
袹	0 173 1 139 300 
粧	0 218 5 224 141 
䞡	4 1 141 171 1 152 139 
怛	0 153 1 152 139 
盩	1 0 1 141 1 128 212 161 330 
䂭	0 179 1 158 356 
沉	0 185 1 195 154 
酺	0 257 246 
澸	0 185 1 6 9 17 139 129 188 
䊎	0 218 1 1 128 293 205 
莹	1 1 133 195 339 
盶	0 163 1 139 144 
䉯	1 11 1 0 291 175 1 163 143 
㿷	0 5 243 149 353 
啙	1 0 168 169 0 129 129 
㔧	0 5 343 1 240 330 238 
肧	0 157 232 
技	0 209 1 197 175 
溍	0 185 1 273 152 
箜	1 11 1 1 142 143 149 
䄬	0 135 333 
珙	0 226 1 241 143 
濘	0 185 1 1 142 1 188 330 167 
㧅	0 209 271 
祾	0 254 1 1 141 143 248 
剻	0 1 249 0 157 157 199 
涹	0 185 1 135 145 
峈	0 249 1 248 129 
得	0 165 1 1 152 139 266 
冠	1 195 4 1 139 144 266 
醯	0 257 1 1 1 158 178 9 130 151 330 
銛	0 166 1 236 129 
䰓	1 0 270 216 1 1 323 1 142 143 191 
飧	0 204 411 
牨	0 301 1 158 154 
㪞	0 1 152 163 1 219 175 
譬	1 0 5 148 129 1 147 197 156 
彉	0 164 1 1 241 381 143 
㳏	0 185 440 
舼	0 288 1 241 143 
忉	0 153 271 
髝	0 1 1 158 129 6 220 129 1 1 0 234 234 195 238 
熈	1 0 0 436 291 255 267 
洺	0 185 1 204 129 
溨	0 185 2 3 136 197 170 
夫	293 
檊	0 170 0 1 197 1 152 197 1 137 212 
楳	0 170 1 351 170 
龵	428 
遑	4 228 1 300 226 
稑	0 135 1 1 141 130 141 
䛺	0 156 1 240 1 137 0 207 151 
犉	0 301 1 1 158 129 309 
辫	0 0 1 147 197 297 1 147 197 
掓	0 209 0 1 305 206 175 
䠐	0 1 129 168 1 163 239 
瀵	0 185 1 218 1 240 1 241 143 
嵾	1 249 1 1 1 178 0 178 178 137 216 
㣑	0 5 224 22 216 
槵	0 170 1 244 188 
弧	0 164 354 
葶	1 133 1 1 1 158 129 195 167 
痀	5 201 2 210 129 
㞗	5 148 369 
㖂	0 129 253 
䆐	1 1 316 135 0 1 316 135 1 316 135 
簈	1 11 5 148 0 1 207 212 1 207 212 
鑕	0 166 1 0 282 282 1 163 143 
罨	1 190 1 140 263 
迭	4 228 0 207 293 
厔	5 285 1 1 139 178 141 
戯	0 5 343 311 136 
勼	2 210 237 
蹵	1 0 1 1 158 129 206 4 334 155 1 129 171 
䶥	0 1 168 3 308 1 1 0 137 137 139 0 137 137 5 343 278 
丘	348 
棃	1 0 135 2 210 207 170 
鞜	0 200 1 287 152 
攣	1 0 0 162 156 162 374 
筕	1 11 0 165 1 139 167 
蒇	1 133 9 17 292 
黒	1 274 267 
烴	0 234 1 1 139 198 149 
昘	1 152 191 
饦	0 296 1 207 407 
䁙	0 163 1 152 1 142 145 
獄	0 0 298 156 239 
䵭	0 203 5 262 152 
悫	1 1 233 1 195 154 188 
药	1 133 0 297 2 210 155 
鐻	0 166 5 343 269 
幚	1 0 214 217 1 300 186 
筺	1 11 8 211 339 
谝	0 127 5 251 6 220 245 
増	0 141 1 1 128 240 152 
㟏	0 249 1 1 1 137 155 355 129 
掠	0 209 1 1 158 129 206 
兰	1 128 425 
㫨	0 152 1 142 145 
䠜	0 1 129 168 1 133 231 
葻	1 133 6 154 1 207 258 
位	0 131 147 
䌹	0 297 6 220 129 
罏	0 261 5 343 1 240 330 
歱	0 168 208 
訔	1 249 156 
澟	0 185 1 1 158 9 286 129 135 
膘	0 157 1 264 358 
脙	0 157 369 
時	0 152 1 141 266 
㲍	4 1 197 175 279 
䎻	0 231 6 312 1 141 129 
轰	1 250 0 175 175 
䂇	0 247 275 
屉	5 148 202 
翝	0 1 142 5 174 178 0 183 183 
㗳	0 129 1 11 1 1 137 139 129 
葲	1 133 1 300 287 
幬	0 186 1 1 1 1 233 265 149 139 0 129 266 
蕊	1 133 1 188 0 188 188 
喛	0 129 1 1 260 139 5 174 175 
近	4 228 282 
稲	0 135 1 260 0 151 152 
慁	1 9 286 269 188 
嫨	0 145 1 134 30 
翚	1 0 183 183 1 195 250 
磹	0 179 1 264 1 152 197 
鈰	0 166 1 158 186 
榭	0 170 0 320 266 
䀀	1 0 185 205 330 
㝷	1 1 215 0 149 345 266 
昊	1 152 1 139 140 
賭	0 1 163 143 5 262 152 
蝧	0 258 1 133 329 
㬔	0 152 1 0 183 183 1 137 216 
謗	0 156 1 1 1 158 128 195 191 
釗	0 166 199 
砎	0 179 1 137 0 207 151 
汌	0 185 366 
闷	6 321 188 
囻	9 286 180 
䰡	4 314 0 207 293 
㠓	0 249 1 133 1 1 195 139 269 
庒	5 224 8 141 155 
莆	1 133 246 
䐥	0 157 1 1 143 178 0 183 183 
单	1 128 19 
葑	1 133 0 1 141 141 266 
佉	0 131 1 141 178 
镜	0 221 1 1 147 152 130 
揼	0 209 1 179 287 
桂	0 170 1 141 141 
籡	1 11 0 209 1 1 1 137 139 0 129 129 0 137 137 
睨	0 163 1 193 130 
皵	0 1 241 152 353 
棬	0 170 1 1 128 293 205 
筃	1 11 9 286 140 
靽	0 200 1 128 25 
錇	0 166 1 147 129 
今	1 1 137 155 355 
釵	0 166 9 175 155 
內	46 
䶟	0 1 168 3 308 1 1 0 137 137 139 0 137 137 1 210 193 
葕	1 133 0 0 165 185 1 139 167 
杏	1 170 129 
媩	0 145 0 1 197 129 157 
廼	4 235 435 
嵍	1 0 247 161 249 
䕗	1 133 1 323 1 240 283 
㢔	5 224 0 165 1 0 137 137 171 
朂	1 152 5 231 238 
杣	0 170 249 
嬋	0 145 1 0 129 129 19 
兝	4 1 1 197 129 130 1 143 271 
含	1 1 1 137 155 355 129 
䑙	0 1 236 129 31 
珫	0 226 1 1 158 178 130 
漏	0 185 5 148 146 
遯	4 228 0 157 269 
憭	0 153 1 1 7 140 128 152 206 
凉	0 222 1 1 158 129 206 
傚	0 131 0 1 158 356 161 
砑	0 179 313 
浓	0 185 412 
謳	0 156 8 211 1 129 0 129 129 
厛	5 285 0 129 282 
㜒	0 145 1 193 227 
胿	0 157 1 141 141 
塍	0 157 1 1 128 293 141 
唝	0 129 1 149 292 
怲	0 153 1 139 132 
䙜	0 173 4 228 1 248 214 
劜	0 238 341 
䖔	0 1 141 178 5 343 154 
篲	1 11 1 0 214 214 215 
㫙	0 152 293 
蠤	1 1 128 257 0 258 258 
䫽	4 6 154 1 207 258 279 
訴	0 156 322 
油	0 185 381 
粞	0 218 435 
䦀	0 221 0 183 183 
屯	388 
䏎	0 157 6 154 155 
薹	1 133 1 1 1 233 129 195 1 1 139 178 141 
鈊	0 166 188 
灠	0 185 1 0 291 1 1 189 139 190 1 163 130 
蟍	0 258 1 0 135 199 170 
凟	0 222 1 233 1 190 1 163 143 
孥	1 0 145 175 309 
凇	0 222 0 170 1 143 178 
轳	0 250 1 219 148 
珡	1 0 226 226 137 
闳	6 321 5 174 178 
鑰	0 166 1 1 1 137 139 0 0 129 129 129 6 220 245 
喌	1 0 129 129 387 
浑	0 185 1 195 250 
峨	0 249 359 
䔹	1 133 0 217 1 128 269 
慢	0 153 1 1 152 190 175 
藷	1 133 0 156 5 262 152 
㗲	0 129 1 1 1 43 139 240 139 
䞚	4 1 141 171 1 197 175 
脜	0 157 1 139 323 
謺	1 0 1 141 1 128 212 345 156 
甛	0 351 1 236 129 
舎	1 137 1 141 129 
迌	4 228 157 
葖	1 133 1 1 142 143 239 
䌿	0 297 1 1 139 129 240 
索	1 1 197 195 162 
想	1 0 170 163 188 
舯	0 288 337 
仐	1 137 197 
㱸	0 319 0 5 148 129 1 147 197 
虺	4 144 258 
㤜	0 153 9 17 155 
㮺	1 400 0 0 129 129 129 
棏	0 170 1 1 152 139 266 
畘	0 240 182 
蛤	0 258 1 1 137 139 129 
䤳	0 166 1 158 0 131 9 248 155 
腜	0 157 1 351 170 
匜	8 211 333 
㓇	0 222 1 207 140 
䕕	1 133 0 185 1 1 152 190 175 
戾	5 251 239 
陆	0 217 1 25 308 
间	6 321 152 
炗	1 134 234 
秱	0 135 6 220 1 139 129 
㥚	0 153 414 
耧	0 401 1 218 145 
忔	0 153 1 189 252 
障	0 217 1 147 1 152 197 
鏫	0 166 1 0 135 199 170 
䚳	0 156 1 197 175 
乤	1 404 252 
㛗	0 145 7 141 0 137 137 
㡹	5 224 278 
鼿	0 1 323 1 240 283 144 
捕	0 209 246 
徧	0 165 5 251 6 220 245 
漦	5 1 0 363 161 285 287 
豜	0 269 1 139 227 
岱	1 0 131 289 249 
湆	0 185 1 147 152 
捖	0 209 1 142 1 139 144 
㮟	0 0 170 179 170 
鍉	0 166 1 152 1 139 171 
幹	0 1 197 1 152 197 1 137 212 
㘹	1 0 168 169 141 
髫	1 0 270 216 1 271 129 
嵈	0 249 1 1 260 139 5 174 175 
倵	0 131 2 28 168 
衑	0 0 165 1 1 137 155 299 1 139 167 
䄲	0 135 132 
㺐	0 298 1 198 196 
像	0 131 430 
䁎	0 163 1 1 1 158 129 195 167 
㗼	0 129 1 311 1 306 363 
検	0 170 1 1 137 139 41 
䘒	0 1 207 330 1 1 178 143 248 
䃱	0 179 2 3 136 197 1 138 139 
妀	0 395 145 
缧	0 297 1 240 162 
䏁	0 231 1 142 1 147 197 
㼳	0 1 1 206 207 163 365 
䚷	0 156 1 143 256 
䕭	1 133 0 1 1 141 130 141 1 234 234 
䊀	0 218 1 197 129 
妭	0 145 4 5 174 175 155 
捰	0 209 196 
釔	0 166 252 
㻃	1 352 339 
楐	0 170 1 240 1 137 0 207 151 
搏	0 209 1 246 266 
鋚	1 0 0 131 151 161 166 
䔻	1 133 0 1 1 158 129 309 161 
朘	0 157 1 1 178 143 248 
䗃	0 258 1 136 136 
嵇	0 135 1 4 334 155 249 
㽀	0 1 1 128 257 140 365 
钳	0 221 351 
䣍	0 1 140 263 217 
侫	0 131 1 350 145 
醜	0 257 314 
差	5 243 149 
簠	1 11 1 246 330 
畞	7 197 0 240 423 
碮	0 179 1 152 1 139 171 
暧	0 152 1 1 260 195 5 174 175 
研	0 179 1 139 227 
埃	0 141 1 178 1 189 140 
铔	0 221 273 
齹	1 5 243 149 1 168 3 308 1 1 0 137 137 139 0 137 137 
瘔	5 201 1 133 1 197 129 
㢺	0 164 1 147 145 
䢶	0 170 217 
茏	1 133 392 
礢	0 179 1 1 306 141 411 
篘	1 11 1 2 210 13 2 210 13 
㮲	0 170 1 2 210 13 2 210 13 
䛕	0 156 34 
掻	0 209 1 175 258 
愠	0 153 1 152 330 
㸀	0 234 1 1 1 158 129 6 220 129 141 
菨	1 133 1 147 145 
瘟	5 201 1 152 330 
踏	0 1 129 168 1 287 152 
钘	0 221 1 139 227 
绾	0 297 1 142 176 
琫	0 226 1 316 25 
剭	0 5 148 1 1 139 178 141 199 
蔊	1 133 0 234 1 152 212 
䘕	0 0 165 1 158 154 1 139 167 
䐾	0 157 1 190 1 141 1 128 212 
蕺	1 133 0 1 129 231 136 
齱	0 1 168 3 308 1 1 0 137 137 139 0 137 137 0 231 175 
孑	441 
㲼	0 185 213 
脂	0 157 1 169 152 
搻	1 1 1 137 139 129 0 374 374 
爆	0 234 1 152 1 1 241 143 325 
怙	0 153 1 197 129 
㼲	0 1 284 140 365 
㱤	0 319 0 170 282 
䕦	1 133 1 1 350 129 0 0 157 145 6 154 155 
忀	0 165 1 1 158 1 0 129 129 1 181 139 150 
爜	0 234 1 1 311 1 128 212 0 231 175 
玢	0 226 1 143 271 
㙷	0 141 1 152 1 0 159 159 267 
踦	0 1 129 168 1 140 2 167 129 
掺	0 209 1 1 178 140 216 
䦁	0 221 0 214 217 
䃦	1 0 1 1 158 129 309 161 179 
亮	1 1 1 158 129 195 154 
窳	1 1 142 143 0 354 354 
暺	0 152 1 0 129 129 19 
楠	0 170 1 197 6 220 1 128 212 
㫛	0 152 1 129 130 
蒀	1 133 1 152 330 
臄	0 157 5 343 269 
狞	0 298 1 142 167 
酕	0 257 279 
㡋	0 186 1 140 263 
住	0 131 1 158 141 
䑗	0 193 1 1 152 139 2 210 0 207 207 
䏆	0 231 1 27 152 
膻	0 157 1 1 158 9 286 129 1 152 139 
盼	0 163 1 143 271 
䏦	0 157 1 236 129 
绢	0 297 1 129 157 
坏	0 141 232 
薤	1 133 0 319 1 138 139 
怩	0 153 5 148 169 
蓆	1 133 5 224 1 134 186 
茷	1 133 0 131 136 
笉	1 11 2 210 222 
諃	0 156 0 170 170 
铧	0 221 1 0 131 169 197 
靈	1 1 146 0 0 129 129 129 7 149 0 137 137 
梷	1 0 1 219 129 175 170 
锰	0 221 1 309 330 
犘	5 224 1 0 170 170 301 
孤	0 309 354 
揌	0 209 1 240 188 
膩	0 157 2 289 1 177 1 163 143 
蚧	0 258 1 137 0 207 151 
賲	1 0 131 1 129 170 1 163 143 
恓	0 153 435 
蚴	0 258 0 159 238 
䐏	0 157 1 316 152 
㖶	0 129 1 264 141 
㿂	5 201 0 1 13 226 161 
例	0 131 0 319 199 
釞	0 166 187 
犲	0 298 442 
㽩	0 240 1 1 1 178 0 178 178 137 216 
戚	9 17 1 305 206 
銓	0 166 1 137 226 
螾	0 258 1 142 1 1 139 381 143 
樇	0 170 0 0 131 151 1 248 157 
峖	0 249 1 142 145 
斫	0 179 282 
鄣	0 1 147 1 152 197 217 
咍	0 129 1 178 129 
儤	0 131 1 152 1 1 241 143 325 
啾	0 129 0 135 234 
沣	0 185 214 
勜	0 1 1 143 178 0 183 183 238 
痿	5 201 1 135 145 
㺀	0 298 1 2 210 0 207 207 188 
巕	0 249 1 1 133 0 326 1 147 197 145 
詅	0 156 1 1 137 155 299 
謚	0 156 1 1 306 143 330 
嶪	1 249 1 311 1 306 363 
簽	1 11 1 1 1 137 139 0 129 129 0 137 137 
晵	1 0 251 161 152 
䩒	0 200 280 
奛	1 140 0 152 157 
捀	0 209 1 248 214 
㠽	0 186 1 248 373 
憤	0 153 1 1 197 227 1 163 143 
凋	0 222 6 312 1 141 129 
鈵	0 166 1 139 132 
⺁	443 
	444 
	445 
	446 
⺄	447 
⺈	448 
⺋	449 
	450 
⺗	451 
	452 
	453 
	454 
⺧	455 
	456 
⺪	457 
鍀	0 166 1 1 152 139 266 
蘮	1 133 1 190 5 285 0 1 234 234 199 
艖	0 288 5 243 149 
樎	0 170 1 142 0 131 1 139 300 
眺	0 163 397 
䠵	0 320 0 131 266 
炵	0 234 1 248 373 
罭	1 190 2 136 1 129 139 
昵	0 152 5 148 169 
倸	0 131 1 260 170 
嘰	0 129 2 36 137 
裲	0 173 1 139 7 186 0 187 187 
㠙	0 249 1 1 1 158 129 195 269 
稵	0 135 1 306 0 159 159 
䠓	0 1 129 168 1 128 257 
㾜	5 201 7 140 0 137 137 
涜	0 185 1 233 1 195 130 
淩	0 185 1 1 141 143 248 
乫	1 0 238 129 252 
禳	0 254 1 1 158 1 0 129 129 1 181 139 150 
㢷	0 164 1 249 204 
㘁	0 129 1 190 1 141 1 128 212 
娅	0 145 273 
䆨	1 1 142 143 1 152 1 139 140 
块	0 141 349 
鞛	0 200 1 147 129 
岽	1 249 403 
丞	1 1 265 287 139 
檧	0 170 1 133 1 24 188 
叧	1 129 271 
鑗	0 166 1 0 135 2 210 207 1 137 325 
䵮	0 203 1 1 152 139 2 210 0 207 207 
浭	0 185 420 
嗦	0 129 1 1 197 195 162 
螼	0 258 1 134 10 
俵	0 131 1 347 150 
毠	1 0 238 129 279 
䤵	0 166 138 
找	0 209 136 
錶	0 166 1 347 150 
庥	5 224 0 131 170 
辎	0 250 1 198 240 
揔	0 209 1 24 188 
鋝	0 166 1 260 266 
聭	0 231 314 
蘐	1 133 0 156 1 1 260 139 5 174 175 
笝	1 11 9 286 175 
庣	5 224 397 
周	6 312 1 141 129 
牪	0 301 301 
㴆	0 185 1 1 215 195 186 
秃	1 135 154 
篞	1 11 0 185 1 152 141 
蝣	0 258 0 191 1 189 309 
伵	0 131 324 
摂	0 209 1 231 1 128 143 
湠	0 185 1 249 5 174 234 
㸧	0 313 304 
扽	0 209 388 
倌	0 131 1 142 176 
棜	0 170 0 191 1 137 373 
晸	1 152 0 1 139 168 161 
炑	0 234 170 
㴦	0 185 1 142 1 1 129 207 129 
薭	1 133 0 135 1 12 197 
䔬	1 133 1 240 1 241 143 
迠	4 228 1 219 129 
訲	0 156 337 
䋜	1 0 1 207 148 175 162 
鄹	0 1 0 231 175 416 217 
䪃	0 200 0 1 1 158 129 309 161 
怴	0 153 340 
谲	0 127 1 247 6 220 1 143 129 
睮	0 163 1 1 137 139 0 157 199 
惿	0 153 1 152 1 139 171 
樸	0 170 1 1 311 306 293 
烀	0 234 421 
艮	304 
螓	0 258 1 316 135 
饴	0 296 1 178 129 
䉡	1 11 1 1 158 9 286 129 1 152 139 
岦	1 249 147 
怅	0 153 385 
砢	0 179 2 167 129 
媕	0 145 1 1 1 137 139 129 227 
荒	1 133 1 350 9 130 151 
險	0 217 1 1 1 137 139 0 129 129 0 137 137 
拖	0 209 1 189 333 
䨺	1 1 146 1 177 178 0 1 146 1 177 178 1 146 1 177 178 
祍	0 254 1 207 233 
秩	0 135 0 207 293 
蛊	1 258 330 
逳	4 228 1 1 158 178 157 
䇠	1 11 1 158 141 
铉	0 221 1 158 159 
台	1 178 129 
癭	5 201 1 0 1 163 143 1 163 143 145 
忨	0 153 1 139 144 
㔩	2 210 1 1 141 178 330 
灹	0 234 1 207 407 
菺	1 133 5 251 157 
冃	152 
圾	0 141 310 
䐇	0 157 1 2 210 0 207 207 431 
䁧	0 163 1 134 30 
禁	1 0 170 170 358 
濆	0 185 1 1 197 227 1 163 143 
孜	0 309 161 
䄁	0 254 202 
䢤	4 228 0 135 4 170 155 
蕗	1 133 0 1 129 168 1 248 129 
问	6 321 129 
代	0 131 289 
侥	0 131 1 21 144 
钶	0 221 2 167 129 
箿	1 11 1 129 231 
嶭	1 249 0 326 1 147 197 
螒	0 1 197 1 152 197 1 137 258 
䎵	0 231 335 
桳	0 170 1 178 1 140 197 
䁌	0 163 1 240 157 
扤	0 209 144 
噢	0 129 1 6 1 207 220 218 140 
嬘	0 145 4 228 1 128 269 
灗	0 185 0 258 1 1 158 9 286 129 1 152 139 
䅨	0 135 1 135 152 
姞	0 145 1 233 129 
䘽	0 173 1 193 130 
扉	5 251 138 
㕕	1 178 178 
茞	1 133 291 
淹	0 185 1 140 263 
䊧	0 218 1 389 1 163 143 
届	5 148 381 
竼	1 11 6 154 155 
蕿	1 133 0 234 1 1 260 139 5 174 175 
䦊	0 270 1 305 206 
椬	0 170 1 142 278 
詆	0 156 1 331 155 
檮	0 170 1 1 1 1 233 265 149 139 0 129 266 
值	0 131 1 197 26 
黷	0 203 1 233 1 190 1 163 143 
䜇	0 156 1 1 158 1 143 178 150 
杯	0 170 232 
螽	1 1 248 373 0 258 258 
弊	1 0 160 161 227 
溹	0 185 1 1 197 195 162 
劒	0 1 1 1 137 139 0 129 129 0 137 137 2 271 207 
噣	0 129 1 190 2 210 258 
钑	0 221 310 
訢	0 156 282 
槖	1 1 1 233 195 179 170 
潀	0 185 1 190 416 
湄	0 185 5 336 163 
怌	0 153 1 232 139 
莴	1 133 1 129 132 
㵃	0 185 0 258 1 142 169 
窡	1 1 142 143 1 0 175 175 0 175 175 
苰	1 133 0 164 178 
䌶	0 297 442 
蜪	0 258 2 210 261 
执	0 209 345 
慕	1 1 133 1 152 140 418 
舣	0 288 3 213 155 
鋈	1 0 185 1 207 140 166 
㦭	0 153 1 1 146 0 0 129 129 129 7 149 0 137 137 
過	4 228 6 371 129 
桓	0 170 1 139 1 152 139 
㠮	0 1 1 306 311 152 149 
受	1 1 260 195 175 
餮	1 0 319 1 137 216 411 
㾼	5 201 4 228 304 
鞖	0 200 1 260 145 
挲	1 0 185 1 206 207 374 
㰃	0 0 170 1 300 186 1 207 162 
䕬	1 133 0 164 1 1 1 139 240 1 139 240 139 
俯	0 131 5 224 0 131 266 
逼	4 228 1 1 139 129 240 
瘷	5 201 0 302 161 
鐜	1 0 1 1 158 129 309 161 166 
㮭	0 170 1 299 9 286 1 128 212 
熆	0 234 1 1 141 178 330 
䓩	1 133 0 170 1 197 175 
莔	1 133 9 324 220 
讞	0 156 0 5 343 1 1 139 129 6 220 1 128 1 139 151 239 
䯾	1 0 270 216 6 312 1 141 129 
苗	1 133 240 
釷	0 166 141 
埊	1 1 249 287 141 
㔕	0 272 238 
苫	1 133 1 219 129 
姂	0 145 1 207 281 
履	5 148 0 165 1 1 189 152 248 
寇	1 142 4 1 139 144 1 219 175 
㿻	1 212 330 
塨	0 141 1 1 241 143 418 
媡	0 145 364 
㭘	0 170 1 1 137 139 129 
畻	0 240 1 1 128 293 141 
岋	0 249 310 
㴖	0 185 200 
㠆	0 249 1 0 129 129 19 
䟓	0 1 129 168 167 
蓥	1 1 133 195 166 
擴	0 209 5 224 1 1 241 381 143 
齯	0 1 168 3 308 1 1 0 137 137 139 0 137 137 1 193 130 
皳	0 369 353 
跂	0 1 129 168 1 197 175 
㬸	0 157 1 133 0 131 169 
逩	4 228 1 140 1 197 227 
憝	1 0 1 1 158 129 309 161 188 
畋	0 240 161 
总	1 1 128 129 188 
镘	0 221 1 1 152 190 175 
瘙	5 201 1 9 175 155 258 
酬	0 257 387 
菥	1 133 0 170 282 
窣	1 1 142 143 1 1 158 0 137 137 197 
㝴	4 1 139 144 266 
尃	1 246 266 
㥡	0 153 5 148 1 169 170 
㐊	1 233 252 
䢑	4 228 1 331 155 
飋	4 6 154 1 207 258 1 0 226 226 335 
旨	1 169 152 
丿	207 
䶔	0 1 168 3 308 1 1 0 137 137 139 0 137 137 333 
尋	1 1 215 0 149 129 266 
艕	0 288 1 1 1 158 128 195 191 
㙇	0 141 409 
孽	1 1 133 0 326 1 147 197 309 
杄	0 170 236 
㪜	0 1 249 284 1 219 175 
宍	1 142 1 158 143 
筛	1 11 0 0 151 207 1 139 186 
䣽	1 0 1 189 140 129 257 
暲	0 152 1 147 1 152 197 
煸	0 234 5 251 6 220 245 
㓊	0 222 6 220 1 139 129 
貙	0 303 8 211 1 129 0 129 129 
螟	0 258 1 195 1 152 1 158 143 
㘯	0 141 1 189 238 
偛	0 131 35 
钼	0 221 163 
湧	0 185 1 1 299 6 220 25 238 
溃	0 185 1 1 337 139 292 
䤃	0 257 1 147 152 
㡳	5 224 331 
堌	0 141 9 286 1 197 129 
跲	0 1 129 168 1 1 137 139 129 
郾	0 8 211 1 152 145 217 
枡	0 170 1 207 227 
䑣	0 288 216 
铄	0 221 408 
㘫	0 141 181 
䀻	0 163 1 381 256 
跄	0 1 129 168 1 137 205 
友	5 174 175 
怐	0 153 2 210 129 
潘	0 185 1 242 240 
僤	0 131 1 0 129 129 19 
蕛	1 133 0 135 1 128 18 
吾	1 357 129 
㶎	0 185 4 228 1 1 190 1 139 129 150 
俟	0 131 1 178 1 189 140 
浰	0 185 0 135 199 
溌	0 185 1 413 38 
熮	0 234 1 0 183 183 1 137 216 
尓	1 189 206 
讀	0 156 1 233 1 190 1 163 143 
㿁	5 201 1 300 1 140 197 
㔗	0 389 238 
肇	1 0 251 161 307 
羽	0 183 183 
暵	0 152 1 134 30 
簶	1 11 0 254 1 215 325 
䟣	0 1 129 168 4 170 155 
劬	0 2 210 129 238 
猪	0 298 5 262 152 
䬌	0 5 343 154 6 154 1 207 258 
蹯	0 1 129 168 1 242 240 
摫	0 209 0 293 1 163 130 
晘	0 152 1 152 212 
冥	1 195 1 152 1 158 143 
铞	0 221 1 129 186 
姘	0 145 1 128 1 139 227 
䤕	0 257 1 0 0 159 300 159 170 
谎	0 127 1 133 1 350 9 130 151 
蔷	1 133 1 7 141 128 9 286 129 
鈿	0 166 240 
軂	0 320 1 1 0 234 234 195 238 
缉	0 297 1 129 231 
䎓	0 0 183 183 1 287 152 
路	0 1 129 168 1 248 129 
挤	0 209 1 277 0 207 151 
㒓	0 131 4 228 1 141 243 
䪪	1 0 238 129 1 147 152 
譩	0 156 1 1 147 152 188 
膱	0 157 2 3 136 1 158 128 152 
䂟	1 0 238 129 179 
唕	0 129 1 300 197 
惽	0 153 1 180 152 
䓧	1 133 1 7 360 0 129 175 139 
幜	0 186 1 152 1 1 158 129 206 
叭	0 129 143 
沪	0 185 251 
㕫	0 129 191 
侻	0 131 1 128 1 129 130 
䶭	4 392 226 
圤	0 141 229 
㸵	0 301 1 233 129 
缝	0 297 4 228 1 248 214 
圕	9 286 1 1 43 139 152 
䀯	0 163 246 
蚀	0 296 258 
佨	0 131 225 
䝟	0 303 1 0 214 271 140 
半	1 128 25 
笤	1 11 1 271 129 
䁉	1 0 1 207 148 136 163 
㺒	0 298 1 0 183 183 1 137 216 
莲	1 133 4 228 250 
䣵	0 257 231 
蕰	1 133 0 185 1 152 330 
嫬	0 145 5 224 1 134 267 
嫤	0 145 1 134 10 
戍	9 17 155 
廖	5 224 1 0 183 183 1 137 216 
虼	0 258 1 189 252 
颭	4 6 154 1 207 258 1 219 129 
䁃	0 163 1 347 150 
归	0 0 151 207 215 
䵧	2 3 136 197 203 
耽	0 231 328 
淠	0 185 1 240 283 
材	0 170 442 
痫	5 201 6 321 170 
缚	0 297 1 246 266 
陀	0 217 1 142 169 
簥	1 11 1 1 1 207 140 129 6 220 129 
滲	0 185 1 1 1 178 0 178 178 137 216 
膙	0 157 0 164 1 129 258 
䈼	1 11 1 1 142 335 249 
䐂	0 157 1 215 325 
㒝	0 131 1 1 133 190 9 17 155 
觃	4 294 309 
劼	0 1 233 129 238 
瀅	0 185 1 1 0 234 234 195 339 
猄	0 298 1 1 158 129 206 
㮂	1 163 1 140 170 
勇	1 1 299 6 220 25 238 
喀	0 129 1 142 1 248 129 
滈	0 185 1 1 158 129 6 220 129 
树	0 170 0 175 266 
下	404 
㞖	5 148 315 
昩	0 152 405 
暠	1 152 1 1 158 129 6 220 129 
蝾	0 258 1 133 1 195 170 
鏃	0 166 0 191 1 189 1 189 140 
剈	0 1 129 157 199 
